IROWID,iVehicleID,vLat,vLong,vAccuracy,vDirection,dSpeed,vUpdateReason,dtLastUpdated,dtDeviceTime,vVehDirection
8215974,684,38.594563,-92.222061,10,283.89,40,APC,45:36.7,7/3/2024 15:45:25,W
8215975,684,38.59462,-92.222366,10,283.45,27.97,APC,45:36.7,7/3/2024 15:45:28,W
8215976,684,38.594666,-92.222588,10,284.85,22.22,APC,45:36.8,7/3/2024 15:45:31,W
8215977,684,38.594692,-92.222778,10,279.93,20.37,APC,45:36.8,7/3/2024 15:45:34,W
8215989,684,38.594612,-92.222931,10,236.22,21.3,APC,45:43.7,7/3/2024 15:45:37,SW
8215990,684,38.594425,-92.222961,10,187.15,26.11,APC,45:43.7,7/3/2024 15:45:40,S
8216003,684,38.594177,-92.222961,10,180,35.56,APC,45:49.7,7/3/2024 15:45:43,S
8216004,684,38.593876,-92.222977,10,182.38,40.56,APC,45:49.7,7/3/2024 15:45:46,S
8216005,684,38.593578,-92.222984,10,181.05,39.45,APC,45:50.5,7/3/2024 15:45:49,S
8216016,684,38.593273,-92.223,10,182.35,39.45,APC,45:57.8,7/3/2024 15:45:52,S
8216017,684,38.592999,-92.223,10,180,33.34,APC,45:57.8,7/3/2024 15:45:55,S
8216029,684,38.592812,-92.223,10,180,22.04,APC,46:04.8,7/3/2024 15:45:58,S
8216030,684,38.592709,-92.223007,10,183.04,10.56,APC,46:04.8,7/3/2024 15:46:01,S
8216031,684,38.592678,-92.223,10,169.99,1.3,APC,46:05.5,7/3/2024 15:46:04,S
8216042,684,38.592682,-92.223,10,0,0,APC,46:11.7,7/3/2024 15:46:07,S
8216043,684,38.592686,-92.222992,10,57.39,0.74,APC,46:11.7,7/3/2024 15:46:10,NE
8216055,684,38.59264,-92.223,10,187.74,6.85,APC,46:18.7,7/3/2024 15:46:13,S
8216056,684,38.59251,-92.223015,10,185.15,21.48,APC,46:18.7,7/3/2024 15:46:16,S
8216069,684,38.592293,-92.22303,10,183.09,30.93,APC,46:24.7,7/3/2024 15:46:19,S
8216070,684,38.592094,-92.223045,10,183.37,27.04,APC,46:24.7,7/3/2024 15:46:22,S
8216071,684,38.591869,-92.223045,10,180,30.37,APC,46:26.6,7/3/2024 15:46:25,S
8216084,684,38.591644,-92.223053,10,181.59,28.71,APC,46:32.7,7/3/2024 15:46:28,S
8216085,684,38.591454,-92.223038,10,176.47,24.26,APC,46:32.8,7/3/2024 15:46:31,S
8216096,684,38.591324,-92.223061,10,187.87,14.63,APC,46:39.7,7/3/2024 15:46:34,S
8216097,684,38.591278,-92.223175,10,242.69,15,APC,46:39.7,7/3/2024 15:46:37,SW
8216110,684,38.591316,-92.223366,10,284.28,22.96,APC,46:46.8,7/3/2024 15:46:40,W
8216111,684,38.591373,-92.223648,10,284.5,32.78,APC,46:46.8,7/3/2024 15:46:43,W
8216112,684,38.591434,-92.224007,10,282.26,39.82,APC,46:47.6,7/3/2024 15:46:46,W
8216126,684,38.591515,-92.224426,10,283.89,46.86,APC,46:53.7,7/3/2024 15:46:49,W
8216127,684,38.59161,-92.224876,10,285.11,47.23,APC,46:53.8,7/3/2024 15:46:52,W
8216135,684,38.591694,-92.225304,10,284.1,43.15,APC,46:59.9,7/3/2024 15:46:55,W
8216136,684,38.591755,-92.225662,10,282.3,35.37,APC,47:00.0,7/3/2024 15:46:58,W
8216149,684,38.591812,-92.225906,10,286.64,22.59,APC,47:07.7,7/3/2024 15:47:01,W
8216150,684,38.591835,-92.225983,10,290.91,4.44,APC,47:07.7,7/3/2024 15:47:04,W
8216151,684,38.591843,-92.226013,10,288.84,1.67,APC,47:08.7,7/3/2024 15:47:07,W
8216168,684,38.591835,-92.226013,10,180,0,APC,47:14.7,7/3/2024 15:47:10,S
8216169,684,38.591846,-92.226051,10,290.32,8.15,APC,47:14.7,7/3/2024 15:47:13,W
8216182,684,38.591862,-92.226112,10,288.55,4.07,APC,47:21.7,7/3/2024 15:47:16,W
8216183,684,38.591858,-92.22612,10,237.39,0,APC,47:21.7,7/3/2024 15:47:19,SW
8216194,684,38.591854,-92.226112,10,122.61,0,APC,47:28.7,7/3/2024 15:47:22,SE
8216195,684,38.591854,-92.226112,10,0,0,APC,47:28.7,7/3/2024 15:47:25,SE
8216196,684,38.591858,-92.226112,10,0,0,APC,47:29.7,7/3/2024 15:47:28,SE
8216205,684,38.591862,-92.226112,10,0,0,APC,47:35.9,7/3/2024 15:47:31,SE
8216206,684,38.591862,-92.226112,10,0,0,APC,47:35.9,7/3/2024 15:47:34,SE
8216215,684,38.591862,-92.226112,10,0,0,APC,47:42.7,7/3/2024 15:47:37,SE
8216216,684,38.591862,-92.226112,10,0,1.67,APC,47:42.8,7/3/2024 15:47:40,SE
8216228,684,38.591873,-92.226143,10,294.42,4.63,APC,47:48.8,7/3/2024 15:47:43,NW
8216229,684,38.591934,-92.226196,10,325.82,13.15,APC,47:48.8,7/3/2024 15:47:46,NW
8216238,684,38.592079,-92.22612,10,22.28,20.37,APC,47:55.7,7/3/2024 15:47:49,N
8216239,684,38.592258,-92.226021,10,23.38,28.15,APC,47:55.7,7/3/2024 15:47:52,NE
8216240,684,38.592487,-92.225929,10,17.43,33.52,APC,47:56.8,7/3/2024 15:47:55,N
8216249,684,38.592758,-92.225853,10,12.36,37.78,APC,48:02.7,7/3/2024 15:47:58,N
8216250,684,38.59306,-92.225822,10,4.59,41.11,APC,48:02.8,7/3/2024 15:48:01,N
8216298,684,38.593376,-92.2258,10,3.11,42.78,APC,48:22.7,7/3/2024 15:48:04,N
8216299,684,38.593681,-92.225777,10,3.37,39.45,APC,48:22.7,7/3/2024 15:48:07,N
8216300,684,38.593948,-92.225769,10,1.34,33.15,APC,48:22.7,7/3/2024 15:48:10,N
8216301,684,38.594139,-92.225761,10,1.87,22.96,APC,48:22.8,7/3/2024 15:48:13,N
8216302,684,38.594234,-92.225754,10,3.3,7.41,APC,48:22.9,7/3/2024 15:48:16,N
8216303,684,38.594231,-92.225754,10,180,0,APC,48:22.9,7/3/2024 15:48:19,S
8216319,684,38.594223,-92.225761,10,214.37,0,APC,48:34.7,7/3/2024 15:48:22,SW
8216320,684,38.594215,-92.225761,10,180,0,APC,48:34.7,7/3/2024 15:48:25,S
8216321,684,38.594254,-92.225769,10,350.89,7.41,APC,48:34.7,7/3/2024 15:48:28,N
8216322,684,38.59436,-92.225769,10,0,17.04,APC,48:34.7,7/3/2024 15:48:31,N
8216335,684,38.594505,-92.225761,10,2.47,16.85,APC,48:41.7,7/3/2024 15:48:34,N
8216336,684,38.594608,-92.225761,10,0,12.41,APC,48:41.7,7/3/2024 15:48:37,N
8216337,684,38.594688,-92.225754,10,3.91,9.07,APC,48:41.8,7/3/2024 15:48:40,N
8216355,684,38.594734,-92.225746,10,7.74,1.67,APC,48:48.7,7/3/2024 15:48:43,N
8216356,684,38.594738,-92.225754,10,302.61,0,APC,48:48.7,7/3/2024 15:48:46,NW
8216368,684,38.594734,-92.225754,10,180,0,APC,48:55.8,7/3/2024 15:48:49,S
8216369,684,38.594734,-92.225754,10,0,0,APC,48:55.8,7/3/2024 15:48:52,S
8216370,684,38.594734,-92.225746,10,90,0,APC,48:56.9,7/3/2024 15:48:55,E
8216380,684,38.59473,-92.225746,10,180,0,APC,49:02.7,7/3/2024 15:48:58,S
8216393,684,38.59473,-92.225739,10,90,0,APC,49:08.6,7/3/2024 15:49:01,E
8216394,684,38.59473,-92.225739,10,0,0,APC,49:08.6,7/3/2024 15:49:04,E
8216402,684,38.594727,-92.225746,10,241.26,0,APC,49:14.7,7/3/2024 15:49:07,SW
8216403,684,38.594727,-92.225746,10,0,0,APC,49:14.7,7/3/2024 15:49:10,SW
8216404,684,38.594727,-92.225746,10,0,0,APC,49:14.9,7/3/2024 15:49:13,SW
8216429,684,38.594727,-92.225746,10,0,0,APC,49:28.7,7/3/2024 15:49:16,SW
8216430,684,38.594727,-92.225746,10,0,0,APC,49:28.7,7/3/2024 15:49:19,SW
8216431,684,38.594727,-92.225746,10,0,0,APC,49:28.7,7/3/2024 15:49:22,SW
8216432,684,38.594727,-92.225746,10,0,0,APC,49:28.7,7/3/2024 15:49:25,SW
8216433,684,38.594727,-92.225746,10,0,0,APC,49:30.0,7/3/2024 15:49:28,SW
8216446,684,38.594727,-92.225746,10,0,0,APC,49:36.7,7/3/2024 15:49:31,SW
8216447,684,38.594719,-92.225754,10,218.01,0,APC,49:36.7,7/3/2024 15:49:34,SW
8216464,684,38.594715,-92.225761,10,233.83,0,APC,49:43.7,7/3/2024 15:49:37,SW
8216465,684,38.594711,-92.225761,10,180,0,APC,49:43.7,7/3/2024 15:49:40,S
8216481,684,38.594734,-92.225761,10,0,7.78,APC,49:55.7,7/3/2024 15:49:43,S
8216482,684,38.594906,-92.225754,10,1.82,24.82,APC,49:55.7,7/3/2024 15:49:46,N
8216483,684,38.595119,-92.225731,10,4.82,27.04,APC,49:55.7,7/3/2024 15:49:49,N
8216484,684,38.59531,-92.2257,10,7.23,23.52,APC,49:55.7,7/3/2024 15:49:52,N
8216485,684,38.595448,-92.225609,10,27.27,19.26,APC,49:57.0,7/3/2024 15:49:55,NE
8216500,684,38.595474,-92.22541,10,80.51,22.41,APC,50:03.7,7/3/2024 15:49:58,E
8216501,684,38.595425,-92.225143,10,103.21,32.22,APC,50:03.7,7/3/2024 15:50:01,E
8216512,684,38.595364,-92.2248,10,102.82,38.71,APC,50:09.7,7/3/2024 15:50:04,E
8216513,684,38.595352,-92.224442,10,92.46,33.52,APC,50:09.7,7/3/2024 15:50:07,E
8216523,684,38.595398,-92.224197,10,76.49,21.48,APC,50:17.8,7/3/2024 15:50:10,E
8216524,684,38.59544,-92.224052,10,69.66,14.26,APC,50:17.8,7/3/2024 15:50:13,E
8216525,684,38.595497,-92.223869,10,68.27,24.08,APC,50:18.1,7/3/2024 15:50:16,E
8216566,684,38.595592,-92.223618,10,64.16,32.97,APC,50:36.8,7/3/2024 15:50:19,NE
8216567,684,38.595703,-92.223297,10,66.13,40.19,APC,50:36.8,7/3/2024 15:50:22,NE
8216568,684,38.595837,-92.222908,10,66.21,47.78,APC,50:36.8,7/3/2024 15:50:25,NE
8216569,684,38.595909,-92.22245,10,78.63,52.04,APC,50:36.8,7/3/2024 15:50:28,E
8216570,684,38.595932,-92.221939,10,86.7,54.82,APC,50:36.9,7/3/2024 15:50:31,E
8216571,684,38.595917,-92.221436,10,92.18,52.04,APC,50:36.9,7/3/2024 15:50:34,E
8216583,684,38.595871,-92.220924,10,96.56,54.26,APC,50:44.7,7/3/2024 15:50:37,E
8216584,684,38.595806,-92.220406,10,99.12,55,APC,50:44.7,7/3/2024 15:50:40,E
8216596,684,38.595737,-92.219894,10,99.78,53.89,APC,50:50.7,7/3/2024 15:50:43,E
8216597,684,38.59568,-92.219391,10,98.25,52.78,APC,50:50.8,7/3/2024 15:50:46,E
8216598,684,38.595612,-92.21891,10,100.25,51.86,APC,50:51.2,7/3/2024 15:50:49,E
8216628,684,38.595539,-92.218407,10,100.52,54.63,APC,51:11.8,7/3/2024 15:50:52,E
8216629,684,38.595486,-92.217873,10,97.24,57.78,APC,51:11.8,7/3/2024 15:50:55,E
8216630,684,38.59544,-92.217316,10,96.03,58.34,APC,51:11.8,7/3/2024 15:50:58,E
8216631,684,38.595364,-92.216782,10,100.32,56.12,APC,51:11.8,7/3/2024 15:51:01,E
8216632,684,38.595181,-92.216309,10,116.34,55.19,APC,51:11.8,7/3/2024 15:51:04,SE
8216633,684,38.594925,-92.215858,10,125.99,59.45,APC,51:11.8,7/3/2024 15:51:07,SE
8216634,684,38.594662,-92.215408,10,126.79,58.71,APC,51:12.2,7/3/2024 15:51:10,SE
8216658,684,38.594398,-92.214958,10,126.89,58.34,APC,51:24.7,7/3/2024 15:51:13,SE
8216659,684,38.594131,-92.214516,10,127.7,58.71,APC,51:24.7,7/3/2024 15:51:16,SE
8216660,684,38.593914,-92.214035,10,119.99,56.3,APC,51:24.8,7/3/2024 15:51:19,SE
8216661,684,38.593739,-92.213562,10,115.33,54.63,APC,51:24.8,7/3/2024 15:51:22,SE
8216676,684,38.593563,-92.213081,10,115.09,55.19,APC,51:30.8,7/3/2024 15:51:25,SE
8216677,684,38.593376,-92.212601,10,116.49,57.6,APC,51:30.9,7/3/2024 15:51:28,SE
8216678,684,38.593204,-92.212112,10,114.23,54.63,APC,51:33.3,7/3/2024 15:51:31,SE
8216691,684,38.593037,-92.211678,10,116.21,49.63,APC,51:39.7,7/3/2024 15:51:34,SE
8216692,684,38.592896,-92.211311,10,116.18,40,APC,51:39.7,7/3/2024 15:51:37,SE
8216715,684,38.592789,-92.211029,10,115.89,28.71,APC,51:51.8,7/3/2024 15:51:40,SE
8216716,684,38.592743,-92.210922,10,118.81,6.3,APC,51:51.9,7/3/2024 15:51:43,SE
8216717,684,38.592739,-92.210922,10,180,0,APC,51:51.9,7/3/2024 15:51:46,S
8216718,684,38.592724,-92.210869,10,109.91,8.33,APC,51:51.9,7/3/2024 15:51:49,E
8216747,684,38.592777,-92.210747,10,60.93,17.04,APC,52:11.7,7/3/2024 15:51:52,NE
8216748,684,38.592937,-92.210701,10,12.66,22.41,APC,52:11.8,7/3/2024 15:51:55,N
8216749,684,38.593178,-92.210678,10,4.27,34.45,APC,52:11.8,7/3/2024 15:51:58,N
8216750,684,38.593475,-92.210663,10,2.26,41.48,APC,52:11.9,7/3/2024 15:52:01,N
8216751,684,38.593788,-92.210655,10,1.14,41.48,APC,52:11.9,7/3/2024 15:52:04,N
8216752,684,38.594097,-92.210648,10,1.01,41.3,APC,52:12.0,7/3/2024 15:52:07,N
8216753,684,38.594421,-92.210632,10,2.21,42.78,APC,52:12.3,7/3/2024 15:52:10,N
8216778,684,38.594757,-92.210617,10,2,44.45,APC,52:26.7,7/3/2024 15:52:13,N
8216779,684,38.595097,-92.210602,10,1.97,44.82,APC,52:26.8,7/3/2024 15:52:16,N
8216780,684,38.595383,-92.210602,10,0,34.45,APC,52:26.8,7/3/2024 15:52:19,N
8216781,684,38.595604,-92.210587,10,3.04,27.41,APC,52:26.8,7/3/2024 15:52:22,N
8216782,684,38.595768,-92.210587,10,0,20.37,APC,52:27.4,7/3/2024 15:52:25,N
8216819,684,38.595928,-92.210587,10,0,21.3,APC,52:46.8,7/3/2024 15:52:28,N
8216820,684,38.596085,-92.210579,10,2.28,19.45,APC,52:46.8,7/3/2024 15:52:31,N
8216821,684,38.596199,-92.210587,10,356.86,13.89,APC,52:46.8,7/3/2024 15:52:34,N
8216822,684,38.59626,-92.210587,10,0,7.59,APC,52:46.8,7/3/2024 15:52:37,N
8216823,684,38.596317,-92.210609,10,343.21,9.07,APC,52:46.8,7/3/2024 15:52:40,N
8216824,684,38.596348,-92.210701,10,293.32,10,APC,52:46.9,7/3/2024 15:52:43,NW
8216833,684,38.596348,-92.2108,10,270,10.19,APC,52:52.7,7/3/2024 15:52:46,W
8216834,684,38.596348,-92.21096,10,270,20.56,APC,52:52.7,7/3/2024 15:52:49,W
8216835,684,38.596363,-92.211258,10,273.69,36.11,APC,52:54.5,7/3/2024 15:52:52,W
8216858,684,38.596378,-92.211655,10,272.77,42.41,APC,53:07.7,7/3/2024 15:52:55,W
8216859,684,38.596409,-92.212006,10,276.45,32.41,APC,53:07.7,7/3/2024 15:52:58,W
8216860,684,38.596424,-92.212166,10,276.84,13.15,APC,53:07.7,7/3/2024 15:53:01,W
8216861,684,38.596432,-92.212227,10,279.53,5.93,APC,53:07.7,7/3/2024 15:53:04,W
8216862,684,38.596436,-92.212341,10,272.57,15.56,APC,53:09.5,7/3/2024 15:53:07,W
8216874,684,38.596443,-92.21257,10,272.24,26.3,APC,53:15.7,7/3/2024 15:53:10,W
8216875,684,38.596443,-92.212852,10,270,31.48,APC,53:15.7,7/3/2024 15:53:13,W
8216914,684,38.596447,-92.213211,10,270.82,38.34,APC,53:33.7,7/3/2024 15:53:16,W
8216915,684,38.596451,-92.213623,10,270.71,43.89,APC,53:33.7,7/3/2024 15:53:19,W
8216916,684,38.596478,-92.214027,10,274.89,44.08,APC,53:33.7,7/3/2024 15:53:22,W
8216917,684,38.596512,-92.214485,10,275.43,50.56,APC,53:33.8,7/3/2024 15:53:25,W
8216918,684,38.596523,-92.214989,10,271.6,52.04,APC,53:33.8,7/3/2024 15:53:28,W
8216919,684,38.596546,-92.215416,10,273.94,33.34,APC,53:33.8,7/3/2024 15:53:32,W
8216920,684,38.596546,-92.21563,10,270,13.52,APC,53:36.5,7/3/2024 15:53:34,W
8216941,684,38.59655,-92.215691,10,274.8,7.04,APC,53:48.8,7/3/2024 15:53:37,W
8216942,684,38.596603,-92.215759,10,314.92,13.33,APC,53:48.9,7/3/2024 15:53:40,NW
8216943,684,38.596756,-92.215767,10,357.66,23.15,APC,53:49.0,7/3/2024 15:53:43,N
8216944,684,38.596992,-92.215736,10,5.86,34.08,APC,53:49.0,7/3/2024 15:53:46,N
8216987,684,38.597263,-92.215706,10,4.94,37.04,APC,54:14.6,7/3/2024 15:53:49,N
8216988,684,38.597542,-92.215691,10,2.41,36.85,APC,54:14.7,7/3/2024 15:53:52,N
8216989,684,38.597855,-92.215675,10,2.29,42.04,APC,54:14.7,7/3/2024 15:53:55,N
8216990,684,38.598198,-92.215668,10,0.91,47.04,APC,54:14.7,7/3/2024 15:53:58,N
8216991,684,38.598579,-92.215637,10,3.64,52.23,APC,54:14.8,7/3/2024 15:54:01,N
8216992,684,38.598972,-92.215614,10,2.62,51.86,APC,54:14.8,7/3/2024 15:54:04,N
8216993,684,38.599358,-92.215591,10,2.67,49.82,APC,54:14.9,7/3/2024 15:54:07,N
8216994,684,38.599716,-92.215569,10,2.75,47.41,APC,54:14.9,7/3/2024 15:54:10,N
8216995,684,38.600063,-92.215538,10,3.99,46.3,APC,54:15.6,7/3/2024 15:54:13,N
8217014,684,38.600395,-92.215515,10,3.1,42.78,APC,54:23.7,7/3/2024 15:54:16,N
8217015,684,38.600647,-92.215477,10,6.72,29.82,APC,54:23.7,7/3/2024 15:54:19,N
8217021,684,38.600723,-92.215477,10,0,5.56,APC,54:29.7,7/3/2024 15:54:22,N
8217022,684,38.600731,-92.215477,10,0,3.15,APC,54:29.7,7/3/2024 15:54:25,N
8217023,684,38.600845,-92.215492,10,354.13,20.74,APC,54:30.6,7/3/2024 15:54:28,N
8217061,684,38.601067,-92.215469,10,4.63,29.45,APC,54:49.7,7/3/2024 15:54:31,N
8217062,684,38.601315,-92.215446,10,4.15,33.15,APC,54:49.7,7/3/2024 15:54:34,N
8217063,684,38.601601,-92.215416,10,4.69,35.56,APC,54:49.8,7/3/2024 15:54:37,N
8217064,684,38.601894,-92.215408,10,1.22,41.3,APC,54:49.8,7/3/2024 15:54:40,N
8217065,684,38.602249,-92.215385,10,2.9,47.6,APC,54:49.8,7/3/2024 15:54:43,N
8217066,684,38.602573,-92.215378,10,0.97,41.67,APC,54:49.9,7/3/2024 15:54:46,N
8217082,684,38.602844,-92.215355,10,3.79,35.19,APC,54:55.7,7/3/2024 15:54:49,N
8217083,684,38.603088,-92.21534,10,2.75,30,APC,54:55.7,7/3/2024 15:54:52,N
8217084,684,38.603279,-92.21534,10,0,22.96,APC,54:57.7,7/3/2024 15:54:55,N
8217102,684,38.603352,-92.215309,10,18.36,6.3,APC,55:10.7,7/3/2024 15:54:58,N
8217103,684,38.603363,-92.215309,10,0,0,APC,55:10.7,7/3/2024 15:55:01,N
8217104,684,38.603344,-92.215302,10,163.94,0,APC,55:10.8,7/3/2024 15:55:04,S
8217105,684,38.603336,-92.215302,10,180,0,APC,55:10.8,7/3/2024 15:55:07,S
8217114,684,38.603336,-92.215309,10,270,0,APC,55:18.7,7/3/2024 15:55:10,W
8217115,684,38.603336,-92.215317,10,270,0,APC,55:18.7,7/3/2024 15:55:13,W
8217156,684,38.60334,-92.215317,10,0,0,APC,55:36.8,7/3/2024 15:55:16,W
8217157,684,38.60334,-92.215317,10,0,0,APC,55:36.8,7/3/2024 15:55:19,W
8217158,684,38.60334,-92.215317,10,0,0,APC,55:36.9,7/3/2024 15:55:22,W
8217159,684,38.60334,-92.215317,10,0,0,APC,55:36.9,7/3/2024 15:55:25,W
8217160,684,38.60334,-92.215317,10,0,0,APC,55:36.9,7/3/2024 15:55:28,W
8217161,684,38.60334,-92.215317,10,0,0,APC,55:37.0,7/3/2024 15:55:31,W
8217162,684,38.603359,-92.215309,10,18.21,2.04,APC,55:37.0,7/3/2024 15:55:34,N
8217180,684,38.603394,-92.215309,10,0,5.93,APC,55:51.7,7/3/2024 15:55:37,N
8217181,684,38.603458,-92.215309,10,0,11.67,APC,55:51.7,7/3/2024 15:55:40,N
8217182,684,38.603626,-92.215317,10,357.87,26.11,APC,55:51.8,7/3/2024 15:55:43,N
8217183,684,38.603889,-92.215317,10,0,39.08,APC,55:51.8,7/3/2024 15:55:46,N
8217184,684,38.604233,-92.215317,10,0,44.82,APC,55:51.8,7/3/2024 15:55:49,N
8217213,684,38.604721,-92.215302,10,1.38,47.78,APC,56:05.7,7/3/2024 15:55:53,N
8217214,684,38.604954,-92.215286,10,3.07,46.3,APC,56:05.8,7/3/2024 15:55:55,N
8217215,684,38.605316,-92.215256,10,3.71,48.71,APC,56:05.8,7/3/2024 15:55:58,N
8217216,684,38.605694,-92.215225,10,3.67,50.37,APC,56:05.9,7/3/2024 15:56:01,N
8217237,684,38.606091,-92.215195,10,3.38,54.08,APC,56:17.7,7/3/2024 15:56:04,N
8217238,684,38.606499,-92.215164,10,3.4,55.19,APC,56:17.7,7/3/2024 15:56:07,N
8217239,684,38.606918,-92.215134,10,3.2,56.49,APC,56:17.7,7/3/2024 15:56:10,N
8217240,684,38.607311,-92.21508,10,6.13,51.12,APC,56:17.7,7/3/2024 15:56:13,N
8217241,684,38.607643,-92.215042,10,5.11,40,APC,56:18.9,7/3/2024 15:56:16,N
8217264,684,38.607872,-92.215034,10,1.56,27.41,APC,56:32.8,7/3/2024 15:56:19,N
8217265,684,38.608047,-92.215019,10,3.83,22.22,APC,56:32.8,7/3/2024 15:56:22,N
8217266,684,38.608185,-92.215012,10,2.27,16.48,APC,56:32.8,7/3/2024 15:56:25,N
8217267,684,38.608311,-92.215027,10,354.69,18.33,APC,56:32.9,7/3/2024 15:56:28,N
8217268,684,38.608475,-92.214996,10,8.4,23.34,APC,56:33.9,7/3/2024 15:56:31,N
8217277,684,38.608681,-92.214897,10,20.58,32.04,APC,56:40.7,7/3/2024 15:56:34,N
8217278,684,38.608917,-92.214737,10,27.91,36.48,APC,56:40.7,7/3/2024 15:56:37,NE
8217286,684,38.609123,-92.214584,10,30.13,28.52,APC,56:46.7,7/3/2024 15:56:40,NE
8217287,684,38.609196,-92.214523,10,33.14,6.48,APC,56:46.7,7/3/2024 15:56:43,NE
8217309,684,38.609222,-92.214485,10,48.79,6.48,APC,56:52.7,7/3/2024 15:56:46,NE
8217310,684,38.609215,-92.214371,10,94.49,15.19,APC,56:52.7,7/3/2024 15:56:49,E
8217319,684,38.609089,-92.214249,10,142.89,24.26,APC,56:58.8,7/3/2024 15:56:52,SE
8217320,684,38.608887,-92.214088,10,148.08,34.26,APC,56:58.8,7/3/2024 15:56:55,SE
8217321,684,38.608627,-92.213913,10,152.26,40.74,APC,57:01.1,7/3/2024 15:56:58,SE
8217349,684,38.608307,-92.213722,10,154.99,47.6,APC,57:13.8,7/3/2024 15:57:01,SE
8217350,684,38.607998,-92.213501,10,150.8,46.67,APC,57:13.9,7/3/2024 15:57:04,SE
8217351,684,38.607735,-92.213196,10,137.82,48.15,APC,57:13.9,7/3/2024 15:57:07,SE
8217352,684,38.60751,-92.212822,10,127.59,49.63,APC,57:13.9,7/3/2024 15:57:10,SE
8217375,684,38.607265,-92.212418,10,127.81,52.97,APC,57:27.7,7/3/2024 15:57:13,SE
8217376,684,38.607033,-92.21199,10,124.75,55.75,APC,57:27.7,7/3/2024 15:57:16,SE
8217377,684,38.606796,-92.21154,10,123.98,56.49,APC,57:27.7,7/3/2024 15:57:19,SE
8217378,684,38.606529,-92.211082,10,126.72,59.45,APC,57:27.7,7/3/2024 15:57:22,SE
8217401,684,38.606277,-92.210617,10,124.74,58.89,APC,57:40.0,7/3/2024 15:57:25,SE
8217402,684,38.606041,-92.210175,10,124.34,55.75,APC,57:40.1,7/3/2024 15:57:28,SE
8217403,684,38.605785,-92.209763,10,128.49,55.75,APC,57:40.1,7/3/2024 15:57:31,SE
8217404,684,38.605499,-92.209343,10,131.07,58.71,APC,57:40.1,7/3/2024 15:57:34,SE
8217405,684,38.605202,-92.208969,10,135.46,56.3,APC,57:40.1,7/3/2024 15:57:37,SE
8217413,684,38.604839,-92.208664,10,146.71,57.97,APC,57:48.6,7/3/2024 15:57:40,SE
8217414,684,38.604473,-92.208366,10,147.53,57.78,APC,57:48.6,7/3/2024 15:57:43,SE
8217427,684,38.604111,-92.208084,10,148.67,57.23,APC,57:54.7,7/3/2024 15:57:46,SE
8217428,684,38.603745,-92.207787,10,147.62,57.23,APC,57:54.7,7/3/2024 15:57:49,SE
8217429,684,38.603394,-92.207481,10,145.73,56.49,APC,57:55.1,7/3/2024 15:57:52,SE
8217442,684,38.603054,-92.207176,10,144.97,55.37,APC,58:02.6,7/3/2024 15:57:55,SE
8217443,684,38.602722,-92.206886,10,145.68,52.97,APC,58:02.7,7/3/2024 15:57:58,SE
8217458,684,38.602402,-92.206589,10,144.05,54.08,APC,58:08.6,7/3/2024 15:58:01,SE
8217459,684,38.602062,-92.206299,10,146.31,54.08,APC,58:08.6,7/3/2024 15:58:04,SE
8217480,684,38.601704,-92.206039,10,150.42,54.82,APC,58:20.7,7/3/2024 15:58:07,SE
8217481,684,38.601322,-92.205795,10,153.47,57.97,APC,58:20.7,7/3/2024 15:58:10,SE
8217482,684,38.600925,-92.205574,10,156.49,55.56,APC,58:20.8,7/3/2024 15:58:13,SE
8217483,684,38.600525,-92.205116,10,138.18,58.34,APC,58:20.8,7/3/2024 15:58:17,SE
8217484,684,38.599762,-92.204887,10,166.8,55.93,APC,58:22.2,7/3/2024 15:58:22,S
8217498,684,38.599388,-92.204659,10,154.53,54.45,APC,58:29.6,7/3/2024 15:58:25,SE
8217508,684,38.598724,-92.204262,10,154.95,44.08,APC,58:35.8,7/3/2024 15:58:31,SE
8217509,684,38.5984,-92.204086,10,157,47.6,APC,58:37.2,7/3/2024 15:58:34,SE
8217520,684,38.598053,-92.203873,10,154.37,51.86,APC,58:43.6,7/3/2024 15:58:37,SE
8217521,684,38.597694,-92.203674,10,156.58,51.3,APC,58:43.7,7/3/2024 15:58:40,SE
8217538,684,38.597321,-92.203461,10,155.95,55.75,APC,58:49.7,7/3/2024 15:58:43,SE
8217539,684,38.596939,-92.203247,10,156.35,53.89,APC,58:49.8,7/3/2024 15:58:46,SE
8217550,684,38.596569,-92.203033,10,155.68,52.78,APC,58:55.7,7/3/2024 15:58:49,SE
8217551,684,38.596207,-92.202812,10,154.49,54.26,APC,58:55.7,7/3/2024 15:58:52,SE
8217577,684,38.595867,-92.202606,10,154.66,48.52,APC,59:10.7,7/3/2024 15:58:55,SE
8217578,684,38.595505,-92.202393,10,155.3,54.08,APC,59:10.8,7/3/2024 15:58:58,SE
8217579,684,38.595119,-92.202164,10,155.12,59.08,APC,59:10.8,7/3/2024 15:59:01,SE
8217580,684,38.594711,-92.201981,10,160.68,57.97,APC,59:10.9,7/3/2024 15:59:04,S
8217581,684,38.594322,-92.201897,10,170.42,50.93,APC,59:10.9,7/3/2024 15:59:07,S
8217596,684,38.593948,-92.201851,10,174.51,49.82,APC,59:16.8,7/3/2024 15:59:10,S
8217597,684,38.59359,-92.201881,10,183.75,46.67,APC,59:16.8,7/3/2024 15:59:13,S
